"","Otu0001","Otu0002","Otu0003","Otu0004","Otu0005","Otu0006","Otu0007","Otu0008","Otu0009","Otu0010","Otu0011","Otu0012","Otu0013","Otu0014","Otu0015","Otu0016","Otu0017","Otu0018","Otu0019","Otu0020","Otu0021","Otu0022","Otu0023","Otu0024","Otu0025","Otu0026","Otu0027","Otu0028","Otu0029","Otu0030","Otu0031","Otu0032","Otu0033","Otu0034","Otu0035","Otu0036","Otu0037","Otu0038","Otu0039","Otu0040","Otu0041","Otu0042","Otu0043","Otu0044","Otu0045","Otu0046","Otu0047","Otu0048","Otu0049","Otu0050","Otu0051","Otu0052","Otu0053","Otu0054","Otu0055","Otu0056","Otu0057","Otu0058","Otu0059","Otu0060","Otu0061","Otu0062","Otu0063","Otu0064","Otu0065","Otu0066","Otu0068","Otu0069","Otu0070","Otu0071","Otu0072","Otu0073","Otu0074","Otu0075","Otu0076","Otu0077","Otu0078","Otu0079","Otu0081","Otu0082","Otu0083","Otu0084","Otu0085","Otu0087","Otu0088","Otu0089","Otu0090","Otu0092","Otu0093","Otu0094","Otu0095","Otu0096","Otu0097","Otu0098","Otu0099","Otu0102","Otu0103","Otu0104","Otu0106","Otu0107","Otu0108","Otu0109","Otu0110","Otu0112","Otu0113","Otu0114","Otu0115","Otu0116","Otu0118","Otu0120","Otu0122","Otu0123","Otu0124","Otu0127","Otu0128","Otu0129","Otu0130","Otu0131","Otu0132","Otu0133","Otu0134","Otu0136","Otu0138","Otu0139","Otu0140","Otu0141","Otu0142","Otu0143","Otu0144","Otu0145","Otu0146","Otu0147","Otu0148","Otu0149","Otu0150","Otu0152","Otu0154","Otu0155","Otu0156","Otu0157","Otu0158","Otu0160","Otu0161","Otu0162","Otu0163","Otu0164","Otu0165","Otu0166","Otu0167","Otu0168","Otu0169","Otu0170","Otu0171","Otu0172","Otu0173","Otu0174","Otu0175","Otu0176","Otu0177","Otu0179","Otu0180","Otu0181","Otu0182","Otu0183","Otu0184","Otu0185","Otu0186","Otu0187","Otu0189","Otu0190","Otu0191","Otu0192","Otu0193","Otu0195","Otu0196","Otu0197","Otu0198","Otu0199","Otu0200","Otu0201","Otu0202","Otu0204","Otu0205","Otu0208","Otu0209","Otu0211","Otu0214","Otu0215","Otu0217","Otu0218","Otu0220","Otu0221","Otu0224","Otu0227","Otu0228","Otu0229","Otu0230","Otu0231","Otu0232","Otu0233","Otu0234","Otu0235","Otu0236","Otu0238","Otu0239","Otu0243","Otu0247","Otu0251","Otu0252","Otu0253","Otu0256","Otu0260","Otu0261","Otu0262","Otu0264","Otu0266","Otu0270","Otu0271","Otu0272","Otu0273","Otu0274","Otu0275","Otu0277","Otu0279","Otu0280","Otu0283","Otu0284","Otu0285","Otu0291","Otu0293","Otu0295","Otu0297","Otu0298","Otu0299","Otu0301","Otu0304","Otu0308","Otu0309","Otu0312","Otu0313","Otu0318","Otu0322","Otu0325","Otu0330","Otu0331","Otu0340","Otu0341","Otu0343","Otu0345","Otu0355","Otu0356","Otu0357","Otu0358","Otu0361","Otu0371","Otu0380","Otu0382","Otu0387","Otu0395","Otu0397","Otu0401","Otu0423","Otu0425","Otu0426","Otu0435","Otu0445","Otu0469","Otu0484","Otu0494","Otu0505","Otu0553"
"229",4995,0,0,28,539,276,6460,1569,525,6,2,1244,2131,956,2092,1345,2647,1444,0,0,66,133,26,129,0,499,378,571,0,0,0,235,166,676,279,0,17,186,120,408,270,0,256,353,481,0,1063,119,0,0,11,87,0,656,370,133,0,0,9,98,31,86,349,0,221,177,0,313,0,0,79,76,0,0,179,0,0,195,41,167,32,66,111,30,0,0,9,308,139,72,0,0,6,26,17,1038,89,23,18,108,111,144,87,30,35,6,26,0,0,5,30,34,0,0,71,0,0,47,0,1154,109,0,12,116,0,257,0,25,60,0,27,19,0,59,1,107,4,0,27,25,0,16,42,0,0,0,39,62,10,0,335,0,31,33,17,0,31,4,0,0,3,17,6,24,0,0,2,0,0,1,23,0,4,42,74,122,0,19,0,4,0,0,0,0,0,0,0,15,0,0,0,1,0,15,0,0,0,8,5,7,3,0,0,0,1,0,0,0,2,34,3,0,0,0,2,0,0,3,0,0,1,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",1119,0,1,135,501,100,5223,1627,928,1907,447,246,82,439,623,343,1004,351,0,0,104,58,501,214,0,317,167,847,860,0,0,140,30,209,138,0,127,197,169,292,161,0,202,41,275,12,256,154,0,0,24,51,0,632,77,145,0,0,820,0,0,279,2,25,363,252,0,66,157,395,195,11,0,0,120,0,0,96,52,194,23,0,215,0,0,0,155,16,75,48,0,0,6,47,16,145,7,27,41,10,0,70,39,45,19,148,23,0,0,105,6,63,0,1,51,0,8,37,14,0,0,0,35,37,35,0,0,2,15,0,78,7,0,35,0,0,37,0,10,24,0,0,16,0,31,15,68,11,35,0,0,34,25,9,0,0,0,0,0,0,3,20,17,3,0,1,11,0,0,0,3,0,3,45,1,14,0,2,0,0,2,0,0,0,0,2,0,1,2,0,0,5,0,0,0,0,0,0,19,45,10,8,4,0,4,4,0,16,6,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130",10204,0,0,2101,1303,38,1662,561,770,1243,469,41,332,580,157,208,624,284,0,0,801,13,122,109,0,268,271,309,248,0,0,47,32,213,95,0,18,41,31,83,78,0,96,50,84,190,104,22,0,0,282,30,0,118,46,32,0,0,306,0,126,34,78,39,37,46,22,90,71,0,33,69,0,0,82,0,0,22,13,37,24,4,45,10,0,0,28,18,142,25,0,0,0,9,0,41,36,1,29,3,8,38,0,1,183,4,0,0,0,3,19,0,0,0,13,72,4,5,20,34,9,0,25,23,19,2,0,16,0,0,4,0,0,4,0,0,28,13,8,1,0,0,7,0,0,1,91,0,6,0,11,75,15,10,1,0,24,2,0,0,1,2,7,8,0,2,1,9,0,10,0,0,0,2,34,8,73,6,0,4,0,0,0,0,0,11,0,0,0,0,24,2,0,1,0,5,0,1,1,21,0,0,68,0,14,0,0,31,0,0,0,38,0,0,0,0,0,0,24,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"218",4524,0,0,251,2248,10,6291,866,508,3259,718,81,1041,436,316,408,948,201,0,0,170,17,241,108,0,212,671,261,378,0,0,100,119,531,85,0,67,132,57,64,136,0,71,161,292,374,167,81,0,0,32,36,0,450,133,52,0,0,846,0,108,121,61,33,90,118,0,77,118,12,207,69,0,0,127,0,0,49,44,59,43,0,150,1,197,0,81,84,168,27,0,0,1,44,15,114,49,22,14,14,0,98,0,19,0,8,10,0,0,5,19,12,0,0,11,32,9,0,18,184,8,0,6,32,48,6,0,14,50,0,34,5,0,14,0,43,99,0,15,8,0,11,30,0,17,3,56,7,13,0,0,17,24,25,0,0,3,3,0,0,0,3,36,12,0,20,0,2,0,12,0,0,3,7,17,15,0,0,0,6,5,0,0,14,0,8,0,0,1,0,6,0,0,9,1,0,0,0,5,120,1,0,95,6,42,0,0,14,0,0,2,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",8026,8670,0,3363,2342,1,233,168,739,0,277,158,189,204,446,371,2193,53,0,0,0,358,125,71,0,227,0,83,215,0,0,94,0,24,237,0,391,14,20,98,161,487,82,114,2,0,272,31,0,0,15,16,0,0,195,129,0,0,171,0,74,22,192,20,52,87,0,40,42,27,7,92,0,0,163,0,0,30,0,69,52,23,60,27,0,0,9,98,10,16,0,0,1,1,13,111,7,92,27,14,0,9,0,11,34,2,25,0,639,3,8,0,0,0,30,0,0,2,0,0,3,0,2,3,0,2,0,0,7,0,17,2,0,3,3,0,0,5,3,7,4,2,6,3,16,3,2,0,0,0,0,0,0,18,1,0,0,6,0,0,0,9,22,24,0,0,0,0,0,2,0,0,0,0,0,7,0,9,0,4,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,4,0,0,3,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"51",1871,20,0,1058,3442,0,0,53,162,2,0,1,53,33,5,11,45,30,0,0,6,6,0,26,0,32,0,4,0,0,0,149,0,54,0,0,2,0,0,0,3,231,0,1,0,0,34,0,0,0,660,0,0,0,0,0,0,0,10,0,246,0,0,8,1,0,0,2,1,0,0,43,0,0,0,0,0,0,0,0,0,12,0,54,0,0,0,14,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,1,0,0,0,0,1032,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,3,0,0,0,0,4,0,0,0,16,0,0,0,0,0,17,0,13,0,0,0,0,24,0,0,3,0,0,16,100,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,35,0,0,0,0,14,0,0,0,0,29,40,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"23",11630,1,0,1392,1109,10,872,586,920,1340,503,129,1080,363,300,304,637,566,0,0,72,50,166,72,1,160,0,251,376,0,0,66,13,50,117,0,60,66,66,53,119,39,81,79,150,520,126,24,0,0,485,10,0,120,65,42,0,0,358,0,82,51,46,14,6,51,0,76,38,0,53,31,0,0,88,0,0,34,12,21,2,8,11,0,0,0,61,4,68,13,0,0,0,6,10,48,7,2,8,5,19,28,41,3,43,0,10,0,0,0,17,9,0,0,24,30,1,1,3,44,4,0,8,12,22,0,0,0,0,0,12,0,0,13,24,26,22,8,11,6,0,0,18,0,0,3,3,6,11,0,17,23,35,11,4,0,16,1,0,0,0,8,1,0,0,19,2,0,0,0,1,0,0,2,4,5,18,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,1,0,0,0,0,4,20,0,0,14,0,0,0,0,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72",20693,0,0,2936,508,0,330,653,417,3,1931,7,252,457,308,310,0,611,0,0,86,118,58,111,0,197,2,201,478,0,0,165,0,9,154,0,0,63,108,22,85,13,105,76,67,550,116,61,0,0,306,12,0,71,230,50,0,0,152,0,47,58,14,109,163,20,0,63,31,0,53,55,0,0,88,0,0,7,0,21,17,0,19,18,0,0,53,6,20,15,0,0,0,0,10,6,0,148,48,15,34,27,0,6,37,0,8,0,1115,0,18,0,0,0,33,4,18,6,41,110,0,0,17,1,12,8,0,2,1,0,6,4,0,12,0,35,8,6,5,11,23,0,2,0,1,0,0,1,7,0,12,73,12,20,0,0,2,0,0,0,0,0,0,6,0,22,0,0,0,0,0,0,0,2,3,0,5,0,0,0,0,0,0,5,0,1,0,0,0,0,8,5,0,3,0,2,0,0,2,38,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117",5869,15,2,272,578,0,524,2194,2304,0,0,57,181,1018,2107,1404,312,2908,0,0,299,780,965,536,0,515,93,453,1324,0,0,385,0,103,782,2339,16,223,282,166,179,61,563,266,340,5012,310,279,0,0,131,95,0,589,440,229,0,0,893,0,20,428,5,165,960,92,0,87,18,2,319,2,0,0,246,0,832,3,87,91,425,0,38,0,84,0,393,11,228,12,0,0,6,69,64,185,0,397,246,41,36,82,66,24,0,8,75,0,0,2,29,0,0,0,89,4,38,94,203,336,1,0,112,9,125,0,0,21,20,0,55,52,0,27,0,0,0,0,31,20,36,21,26,0,71,4,9,56,67,0,0,74,66,42,16,0,0,0,0,0,4,6,0,7,0,6,30,7,0,4,0,0,1,79,0,28,0,2,0,0,12,0,0,0,0,0,0,0,1,0,1,21,0,2,0,4,0,2,3,160,24,3,1,0,0,4,0,10,0,33,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",730,16891,0,37,61,0,35,871,768,0,0,100,76,492,198,569,1697,129,0,0,0,413,95,135,0,225,251,635,27,0,0,85,0,0,151,0,342,5,187,356,175,273,97,60,0,0,436,109,0,0,7,55,0,0,34,160,0,0,0,0,20,20,143,0,204,158,0,38,24,0,69,13,0,0,147,0,0,18,117,37,48,0,102,0,0,0,21,114,17,0,0,0,6,64,13,63,1,13,26,19,1,23,0,25,0,0,5,0,0,5,5,1,0,0,0,0,0,17,0,0,6,0,10,4,0,4,0,0,0,0,1,4,0,11,46,0,0,0,7,25,0,12,4,0,5,9,0,6,8,0,0,0,0,14,2,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,3,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47",2788,115,0,1660,4156,0,0,610,225,0,0,0,214,94,0,0,0,106,0,0,14,8,6,73,0,78,5,47,4,0,0,296,0,0,2,0,77,0,0,8,28,540,0,2,0,0,84,0,0,0,362,0,0,0,7,0,0,0,0,0,206,0,3,0,9,0,0,0,11,0,0,27,0,0,0,0,0,7,0,0,0,86,6,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,22,0,17,0,0,0,0,0,0,0,3,0,0,0,66,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109",791,36025,0,59,123,0,0,941,773,0,0,39,69,186,30,819,1148,247,0,0,5,351,197,116,0,200,529,191,7,0,0,260,0,0,113,0,225,42,189,187,134,292,52,52,0,0,185,98,0,0,0,24,0,0,25,166,0,0,0,0,6,12,102,0,115,129,0,26,25,696,86,10,0,0,59,0,0,60,237,28,64,0,82,0,0,0,23,18,31,18,0,0,4,191,4,54,6,1,22,10,5,27,47,15,0,0,0,0,0,0,4,0,0,0,0,0,0,52,0,0,14,0,22,0,0,0,0,0,0,0,4,19,0,53,5,0,8,0,3,27,8,5,0,0,23,5,0,52,12,0,0,0,0,30,2,0,0,0,0,0,0,0,15,8,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",249,24600,0,0,42,0,0,1798,878,0,0,27,31,424,168,1363,849,441,0,0,45,803,165,145,0,364,348,459,39,0,0,379,0,0,190,0,144,60,241,384,201,260,111,59,0,0,283,151,0,0,0,63,0,0,40,152,0,0,0,0,17,22,112,19,214,86,0,73,58,738,319,1,0,0,83,0,0,61,105,87,53,12,122,0,0,0,47,74,45,0,0,0,1,53,14,141,15,11,25,35,5,69,82,32,0,0,6,0,0,15,7,0,0,0,0,0,0,29,0,0,5,0,31,0,0,0,0,2,0,0,23,51,0,28,9,0,11,0,5,59,0,4,5,0,32,0,1,18,12,0,0,0,0,6,5,0,0,0,0,2,0,17,39,14,0,0,0,0,0,0,12,0,0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"172",138,3,3,245,14,10059,2491,231,1891,3961,13,5202,4,427,0,6,346,73,0,0,9,0,1007,993,0,156,28,85,1118,0,0,348,689,0,49,0,162,702,0,151,1,111,1122,234,0,0,0,477,0,0,0,512,0,0,0,134,0,0,0,9,23,24,0,205,0,41,0,281,92,8,47,25,90,672,10,1202,159,3,0,32,0,0,0,0,0,412,11,107,0,23,295,0,336,2,20,0,10,89,48,0,0,39,132,113,0,123,190,0,0,143,27,0,0,76,5,71,353,42,0,0,84,70,0,6,558,0,0,2,0,163,39,71,0,0,91,0,35,0,47,5,0,0,7,0,0,0,0,1,0,71,0,0,0,10,17,0,0,1,0,0,0,48,0,8,22,0,13,20,56,1,10,0,30,0,0,0,0,0,95,0,36,0,0,9,0,0,46,0,39,0,0,5,0,0,0,5,0,28,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"241",6545,9646,0,432,141,0,0,1059,696,3,0,18,685,208,94,739,657,387,0,0,32,394,121,128,0,313,461,282,24,0,0,252,0,0,113,0,413,61,107,134,117,281,75,87,0,0,195,141,0,0,147,30,0,0,99,98,0,0,0,0,88,13,109,7,151,79,0,53,40,445,138,44,0,0,173,0,0,33,86,33,86,35,61,0,0,0,56,48,16,71,0,0,14,75,3,92,64,11,16,15,5,46,25,17,0,0,10,0,0,0,10,0,0,0,0,0,0,6,0,0,23,0,1,10,0,0,0,4,0,0,3,22,0,22,23,0,12,0,11,37,11,16,5,0,8,0,0,3,2,0,0,0,0,39,10,0,0,8,0,0,0,1,20,7,0,0,0,3,0,10,13,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57",9388,5384,0,2883,848,0,85,119,810,0,122,90,150,381,68,203,1789,32,0,0,0,229,132,103,0,143,47,91,88,0,0,88,0,142,86,0,480,0,60,44,101,0,103,40,0,0,159,45,0,0,415,27,0,0,20,54,0,0,0,0,220,24,463,4,41,67,0,19,17,0,7,111,0,0,38,0,0,5,44,53,143,13,75,121,0,0,105,43,20,37,0,0,13,34,5,0,14,44,7,13,3,15,0,16,554,19,10,0,2,4,11,0,0,0,0,0,0,27,0,0,2,0,0,17,0,0,0,0,1,0,0,7,0,7,3,0,0,0,4,2,10,2,0,12,10,0,0,3,12,0,0,0,0,2,0,0,165,8,0,0,11,8,9,6,0,0,0,3,0,2,0,0,0,0,5,8,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"276",4930,0,1656,1701,1635,0,0,433,625,0,0,512,128,239,180,263,0,39,0,0,42,233,27,104,0,116,0,48,163,0,0,83,49,153,34,308,51,34,104,393,156,47,8,32,2,0,0,0,0,0,0,31,0,0,95,38,0,0,0,0,9,147,0,24,0,2,0,18,5,0,16,51,0,0,0,0,0,55,9,37,4,28,0,93,0,0,3,0,0,54,0,79,4,11,2,0,12,0,6,24,0,1,0,3,18,0,18,0,0,0,4,13,0,0,21,0,0,5,0,0,5,0,23,6,0,0,0,16,9,0,0,0,0,8,0,12,0,25,6,2,11,0,6,7,0,0,0,0,0,0,4,0,11,16,6,143,0,6,0,3,13,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,13,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113",9954,0,26906,4359,9046,4,0,2249,2211,0,0,3966,4645,1167,2005,1696,0,2680,0,0,2852,1918,1117,446,0,391,926,320,824,0,0,561,1733,257,828,6385,1099,874,986,993,595,262,218,586,460,0,3017,400,0,0,44,184,0,0,455,459,0,0,0,0,826,443,0,363,12,255,0,231,96,2471,366,185,0,0,96,0,0,947,512,114,7,509,122,599,0,0,114,3,353,475,0,0,49,359,31,0,172,48,92,668,28,132,123,37,0,21,84,0,0,0,94,89,0,0,229,100,0,130,35,0,249,0,295,73,0,4,0,36,54,0,0,31,0,157,1,129,269,78,65,13,98,58,15,10,76,50,0,43,52,0,11,0,147,65,67,47,1,35,0,68,20,18,175,92,0,0,48,9,0,0,50,184,6,64,0,27,0,25,0,26,19,0,0,0,7,0,0,19,8,0,33,7,9,40,39,75,0,11,27,0,22,2,0,0,0,5,0,0,0,0,1,0,3,0,5,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87",21150,9,3397,9526,1451,0,0,575,569,0,0,358,1002,282,472,169,0,462,0,287,3177,346,235,126,321,191,454,81,230,10,0,292,293,99,242,1446,191,168,200,255,186,68,52,102,251,0,354,75,113,27,670,42,34,0,305,44,134,0,0,19,349,107,0,205,7,63,0,50,4,107,38,158,0,0,23,0,0,135,74,11,13,198,20,611,0,0,45,55,127,56,0,0,6,43,8,0,86,17,6,93,21,28,0,6,0,15,11,0,0,0,19,0,0,0,39,87,4,24,17,0,18,0,57,1,0,368,0,13,12,0,0,0,0,52,0,19,14,28,11,6,12,1,1,0,14,22,0,2,8,0,7,0,21,20,1,93,7,8,0,30,6,4,34,16,0,29,3,17,0,13,6,0,0,5,0,0,0,1,0,4,0,0,0,0,15,0,0,0,2,0,37,3,11,15,6,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175",6485,3,14019,1468,911,0,0,920,684,0,0,247,1538,702,1794,433,387,862,0,0,2592,607,208,239,0,345,310,136,315,0,0,436,854,0,605,1782,240,157,208,123,263,59,85,244,637,0,675,95,0,0,13,32,0,0,398,156,0,0,0,1,291,153,0,162,0,7,0,114,61,5,80,146,1,0,31,0,0,141,211,21,40,369,13,125,0,0,73,157,94,97,0,0,13,151,7,3,136,21,38,102,11,95,70,2,0,62,28,0,0,0,62,27,0,0,138,59,27,17,2,0,33,0,76,45,0,18,0,18,0,0,3,0,99,80,0,79,35,61,15,0,30,8,16,17,20,29,0,0,24,0,0,0,14,4,28,0,35,13,0,5,11,12,39,25,0,3,19,24,0,1,17,90,0,1,22,3,0,20,0,9,0,5,0,0,7,0,0,0,0,31,1,2,7,62,12,0,0,0,9,0,6,0,0,0,0,3,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"153",15486,7353,0,9414,2133,1,14,175,1846,6,0,263,565,502,97,633,2429,29,0,0,0,445,115,236,0,287,445,194,71,0,0,159,4,4,161,0,632,12,123,188,233,205,101,108,0,0,0,56,0,0,487,7,0,0,159,255,0,0,0,0,195,85,339,12,133,139,0,78,39,0,38,97,0,0,107,0,0,22,127,97,192,45,60,170,0,0,126,79,0,263,0,95,29,98,19,76,29,46,21,27,4,21,0,11,0,22,29,0,0,9,31,0,0,0,0,0,0,20,0,0,8,0,6,12,0,4,0,4,67,0,6,13,0,17,17,0,1,0,22,8,16,13,1,0,4,20,2,1,20,0,8,0,0,25,7,0,0,10,0,0,14,2,26,11,0,0,2,0,0,18,0,0,4,6,11,29,0,16,0,20,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,5,0,0,3,0,32,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58",9401,0,1,433,160,0,0,1453,897,304,2,271,368,1084,93,431,0,244,0,0,171,177,169,186,0,381,303,98,253,0,0,193,60,4,107,1826,27,159,177,20,194,480,91,30,0,0,0,18,0,0,397,39,0,7,53,19,0,0,0,2,144,40,0,9,51,27,0,57,45,162,141,59,0,0,0,0,0,72,24,84,0,46,18,0,0,0,7,37,51,44,0,151,3,11,0,0,10,41,29,36,0,13,28,1,0,0,0,0,87,1,11,53,0,0,116,0,0,0,0,0,7,0,4,0,0,6,0,13,20,0,10,0,0,29,0,27,9,21,12,7,0,8,2,0,6,17,43,2,5,0,0,0,12,25,0,0,1,0,0,5,152,0,0,2,2,0,0,0,0,0,10,21,0,0,12,15,0,13,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,3,0,14,0,0,12,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
